,curr_iteration,loss,viol,best_loss,temp,accept,move_gen,move_type,move_target,move_dur,elapsed,retry
248,28,16.3908978869,0,,0.00410780324065,,propose_addition,,,0.0309166670013,1.064745167,
249,29,16.3908978869,0,,0.00324594652632,,propose_translate,,,0.000293917000818,1.065136459,
250,30,16.3908978869,0,,0.00256491565796,,propose_addition,,,0.0313730419984,1.096604417,
251,31,16.3908978869,0,,0.00202677163012,,propose_relation_plane_change,,,0.000314624998282,1.097034875,
252,32,16.3908978869,0,,0.0016015354064,,propose_rotate,,,0.000247457999649,1.097344542,
253,33,16.3908978869,0,,0.0012655178412,,propose_addition,,,0.0313201669996,1.128717167,
254,34,16.3908978869,0,,0.001,,propose_addition,,,0.0312232920005,1.160045625,
255,35,16.3908978869,0,,0.001,,propose_addition,,,0.0311649579999,1.191308084,
256,36,16.3908978869,0,,0.001,,propose_rotate,,,0.00027775000126,1.191682292,
257,37,16.3908978869,0,,0.001,,propose_relation_plane_change,,,0.000279374999081,1.192015959,
258,38,16.3908978869,0,,0.001,,propose_translate,,,0.000242999998591,1.192312792,
259,39,16.3908978869,0,,0.001,,propose_reinit_pose,,,0.000238500000705,1.192601,
260,0,16.3908978869,0,,3.0,,propose_addition,,,0.0323851249996,0.369931916,
261,1,16.3908978869,0,,2.37057108349,,propose_addition,,,0.0319249169988,0.401994583,
262,2,16.3908978869,0,,1.87320242063,,propose_addition,,,0.0320277089995,0.434137249998,
263,3,16.3908978869,0,,1.48018649729,,propose_addition,,,0.0319467500012,0.466195458001,
264,4,16.3908978869,0,,1.16962910289,,propose_addition,,,0.0319191250019,0.498212750001,
265,5,16.3908978869,0,,0.92422964324,,propose_reinit_pose,,,0.000276833001408,0.49858575,
266,6,16.3908978869,0,,0.730317355591,,propose_reinit_pose,,,0.000247625001066,0.498889166,
267,7,16.3908978869,0,,0.577089734979,,propose_addition,,,0.032024958,0.530961082997,
